Specialty,CPT Code,PPL?,decision by ROI,decision source,clinical reason,final decision,new rate
FACILITY SERVICES,86702,1,1,rule,Hard Pend Specialty,0,0
LABORATORY,86702,1,1,rule,low volume,0,
SURGERY - CARDIAC,86702,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86702,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86703,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86703,1,1,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,86703,1,1,rule,low volume,0,
LABORATORY,86703,0,1,rule,Pend EPL,0,
LABORATORY,86703,1,1,rule,low volume,0,
NURSE PRACTITIONER,86703,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,86703,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86703,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86705,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86705,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86705,0,1,rule,Pend EPL,0,
LABORATORY,86705,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86705,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86706,0,1,rule,Pend EPL,0,
GASTROENTEROLOGY,86706,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,86706,0,1,rule,Pend EPL,0,
LABORATORY,86706,0,1,rule,Pend EPL,0,
LABORATORY,86706,1,1,rule,low volume,0,
NEPHROLOGY,86706,0,1,rule,Pend EPL,0,
NON-CONTRACT UNKWN BILL AREA,86706,0,1,rule,Pend EPL,0,
PATHOLOGY,86706,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86706,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86708,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,86708,0,1,rule,Pend EPL,0,
LABORATORY,86708,0,1,rule,Pend EPL,0,
PHARMACY,86708,0,0,rule,Pend EPL,0,
SURGERY - GENERAL,86708,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86709,1,1,rule,Hard Pend Specialty,0,
PHARMACY,86709,0,0,rule,Pend EPL,0,
SURGERY - GENERAL,86709,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86711,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86735,0,1,rule,Pend EPL,0,
LABORATORY,86735,0,1,rule,Pend EPL,0,
LABORATORY,86735,1,1,rule,low volume,0,
FACILITY SERVICES,86753,0,1,rule,Pend EPL,0,
LABORATORY,86753,1,1,rule,low volume,0,
FACILITY SERVICES,86765,0,1,rule,Pend EPL,0,
LABORATORY,86765,0,1,rule,Pend EPL,0,
LABORATORY,86765,1,1,rule,low volume,0,
SURGERY - GENERAL,86765,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86774,0,1,rule,Pend EPL,0,
LABORATORY,86774,1,1,rule,low volume,0,
FACILITY SERVICES,86777,0,1,rule,Pend EPL,0,
LABORATORY,86777,1,1,rule,low volume,0,0
SURGERY - GENERAL,86777,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86778,0,1,rule,Pend EPL,0,
LABORATORY,86778,1,1,rule,low volume,0,0
PATHOLOGY,86778,1,1,rule,Hard Pend Specialty,0,
SURGERY - GENERAL,86778,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86780,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86780,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86780,0,1,rule,Pend EPL,0,
INTERVENTIONAL RADIOLOGY,86780,1,1,rule,low volume,0,0
LABORATORY,86780,0,1,rule,Pend EPL,0,
LABORATORY,86780,1,1,rule,low volume,0,
UNK PHYS SPEC,86780,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86788,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86788,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86788,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86789,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86789,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86789,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86790,0,1,rule,Pend EPL,0,
LABORATORY,86790,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86803,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,86803,0,0,rule,Pend EPL,0,
HOME HEALTH,86803,0,1,rule,Pend EPL,0,
LABORATORY,86803,0,1,rule,Pend EPL,0,
LABORATORY,86803,1,1,rule,low volume,0,
NEPHROLOGY,86803,0,1,rule,Pend EPL,0,
ONCOLOGY - MEDICAL,86803,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86803,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,86803,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86805,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,86805,0,1,rule,Pend EPL,0,0
SURGERY - GENERAL,86805,0,0,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,86805,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,86805,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86806,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,86806,1,0,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86806,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86812,0,1,rule,Pend EPL,0,0
LABORATORY,86812,1,1,rule,low volume,0,0
SURGERY - GENERAL,86812,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86813,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86813,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86813,0,1,rule,Pend EPL,0,0
SURGERY - GENERAL,86813,0,1,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,86813,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,86813,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86816,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,86817,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,86817,0,1,rule,Pend EPL,0,0
LABORATORY,86817,1,1,rule,low volume,0,
SURGERY - GENERAL,86817,0,0,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,86817,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,86817,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86821,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86829,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86833,0,1,rule,Pend EPL,0,0
LABORATORY,86833,1,0,rule,low volume,0,0
NEPHROLOGY,86833,0,0,rule,Pend EPL,0,0
PULMONARY DISEASE,86833,0,1,rule,Pend EPL,0,0
SURGERY - GENERAL,86833,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,86833,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86834,1,1,rule,Hard Pend Specialty,0,
UNK PHYS SPEC,86834,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86850,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86850,1,1,rule,Hard Pend Specialty,0,0
GASTROENTEROLOGY,86850,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,86850,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,86850,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,86850,0,1,rule,Pend EPL,0,0
HEPATOLOGY,86850,0,1,rule,Pend EPL,0,
HOSPITALIST,86850,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,86850,0,1,rule,Pend EPL,0,
LABORATORY,86850,0,1,rule,Pend EPL,0,0
LABORATORY,86850,1,1,rule,low volume,0,0
NURSING,86850,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,86850,0,1,rule,Pend EPL,0,0
RADIOLOGY_b,86850,0,1,rule,Pend EPL,0,
RADIOLOGY_s,86850,0,1,rule,Pend EPL,0,
SURGERY - CARDIAC,86850,0,1,rule,Pend EPL,0,
SURGERY - CARDIAC,86850,1,1,rule,low volume,0,
SURGERY - COLONRECTAL,86850,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86850,0,1,rule,Pend EPL,0,0
SURGERY - NEURO,86850,0,1,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,86850,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,86850,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,86850,1,1,rule,low volume,0,0
SURGERY - ORTHOPEDICS,86850,0,1,rule,Pend EPL,0,
SURGERY - THORACIC,86850,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,86850,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,86850,1,1,rule,low volume,0,
FACILITY SERVICES,86880,1,1,rule,Hard Pend Specialty,0,
PHARMACY,86880,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,86886,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86886,1,1,rule,Hard Pend Specialty,0,0
HEMATOLOGY/ONCOLOGY,86886,0,0,rule,Pend EPL,0,
SURGERY - GENERAL,86886,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86890,1,1,rule,Hard Pend Specialty,0,0
HEMATOLOGY/ONCOLOGY,86890,0,1,rule,Pend EPL,0,
LABORATORY,86890,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86891,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,86901,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86901,1,1,rule,Hard Pend Specialty,0,0
GASTROENTEROLOGY,86901,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,86901,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,86901,0,1,rule,Pend EPL,0,0
HEPATOLOGY,86901,0,1,rule,Pend EPL,0,
HOSPITALIST,86901,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,86901,0,1,rule,Pend EPL,0,
INTERVENTIONAL RADIOLOGY,86901,1,1,rule,low volume,0,0
LABORATORY,86901,0,1,rule,Pend EPL,0,0
LABORATORY,86901,1,1,rule,low volume,0,0
NURSING,86901,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,86901,0,1,rule,Pend EPL,0,0
ONCOLOGY - GYN,86901,0,1,rule,Pend EPL,0,
ONCOLOGY - MEDICAL,86901,0,1,rule,Pend EPL,0,0
SURGERY - COLONRECTAL,86901,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86901,0,1,rule,Pend EPL,0,0
SURGERY - NEURO,86901,0,1,rule,Pend EPL,0,
SURGERY - ONCOLOGY,86901,0,1,rule,Pend EPL,0,
SURGERY - ONCOLOGY,86901,1,1,rule,low volume,0,
SURGERY - ORTHO,86901,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,86901,1,1,rule,low volume,0,0
SURGERY - ORTHOPEDICS,86901,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,86901,0,1,rule,Pend EPL,0,
UROLOGY,86901,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86902,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86902,1,1,rule,Hard Pend Specialty,0,0
HEMATOLOGY/ONCOLOGY,86902,0,1,rule,Pend EPL,0,
LABORATORY,86902,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86902,0,0,rule,Pend EPL,0,0
SURGERY - ONCOLOGY,86902,0,1,rule,Pend EPL,0,
SURGERY - ONCOLOGY,86902,1,1,rule,low volume,0,0
FACILITY SERVICES,86904,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86904,1,1,rule,Hard Pend Specialty,0,
FAMILY PRACTICE,86904,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,86904,0,1,rule,Pend EPL,0,
INTERNAL MEDICINE,86904,1,1,rule,low volume,0,
INTERVENTIONAL RADIOLOGY,86904,0,1,rule,Pend EPL,0,
LABORATORY,86904,0,1,rule,Pend EPL,0,
LABORATORY,86904,1,1,rule,low volume,0,
PHYSIATRY,86904,1,1,rule,low volume,0,
PHYSICAL THERAPY/REHAB,86904,1,1,rule,low volume,0,
SURGERY - NEURO,86904,1,1,rule,low volume,0,
UNK PHYS SPEC,86904,0,1,rule,Pend EPL,0,
UROLOGY,86904,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86905,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86905,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86905,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86906,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86906,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,86910,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86920,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86920,1,1,rule,Hard Pend Specialty,0,0
FAMILY PRACTICE,86920,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,86920,1,1,rule,low volume,0,
GASTROENTEROLOGY,86920,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,86920,0,1,rule,Pend EPL,0,
HEALTH ENHANCEMENT,86920,1,1,rule,low volume,0,
HEMATOLOGY/ONCOLOGY,86920,0,0,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,86920,1,1,rule,low volume,0,0
HOSPITALIST,86920,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,86920,1,1,rule,low volume,0,
INTERVENTIONAL RADIOLOGY,86920,0,1,rule,Pend EPL,0,
INTERVENTIONAL RADIOLOGY,86920,1,1,rule,low volume,0,
LABORATORY,86920,0,1,rule,Pend EPL,0,0
LABORATORY,86920,1,1,rule,low volume,0,0
NEPHROLOGY,86920,1,1,rule,low volume,0,
NURSING,86920,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,86920,1,1,rule,low volume,0,
ONCOLOGY - MEDICAL,86920,0,1,rule,Pend EPL,0,0
PHARMACY,86920,1,1,rule,Hard Pend Specialty,0,
PHYSIATRY,86920,1,1,rule,low volume,0,
PHYSICAL THERAPY/REHAB,86920,1,1,rule,low volume,0,
RADIOLOGY_b,86920,0,1,rule,Pend EPL,0,
RADIOLOGY_s,86920,0,1,rule,Pend EPL,0,
RADIOLOGY_s,86920,1,1,rule,low volume,0,
SURGERY - CARDIAC,86920,0,1,rule,Pend EPL,0,
SURGERY - CARDIAC,86920,1,1,rule,low volume,0,0
SURGERY - COLONRECTAL,86920,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86920,0,1,rule,Pend EPL,0,
SURGERY - NEURO,86920,0,1,rule,Pend EPL,0,0
SURGERY - ORTHO,86920,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,86920,1,1,clinical,from PRL,1,1
SURGERY - THORACIC,86920,0,1,rule,Pend EPL,0,
SURGERY - THORACIC,86920,1,1,rule,low volume,0,
UNK PHYS SPEC,86920,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,86920,1,1,rule,low volume,0,
UROLOGY,86920,0,1,rule,Pend EPL,0,
UROLOGY,86920,1,1,rule,low volume,0,0
FACILITY SERVICES,86921,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86921,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86921,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86922,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86922,1,1,rule,Hard Pend Specialty,0,0
HEMATOLOGY/ONCOLOGY,86922,0,1,rule,Pend EPL,0,0
HOSPITALIST,86922,0,1,rule,Pend EPL,0,
LABORATORY,86922,0,1,rule,Pend EPL,0,
NURSING,86922,0,1,rule,Pend EPL,0,
ONCOLOGY - MEDICAL,86922,0,1,rule,Pend EPL,0,0
SURGERY - ORTHO,86922,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86923,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86923,1,1,rule,Hard Pend Specialty,0,0
FACILITY SERVICES,86927,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,86930,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86930,1,0,rule,Hard Pend Specialty,0,0
FACILITY SERVICES,86940,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86940,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,86945,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86945,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86945,0,1,rule,Pend EPL,0,
LABORATORY,86945,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,86945,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86950,0,0,rule,Pend EPL,0,
SURGERY - GENERAL,86950,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86960,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86960,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86960,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,86960,1,1,rule,low volume,0,0
FACILITY SERVICES,86965,1,0,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86965,0,0,rule,Pend EPL,0,
FACILITY SERVICES,86978,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86978,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,86985,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86985,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86985,0,1,rule,Pend EPL,0,
FACILITY SERVICES,86999,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,86999,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,86999,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87015,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87015,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87015,0,1,rule,Pend EPL,0,0
PATHOLOGY,87015,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,87015,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,87015,1,1,rule,low volume,0,0
UNK PHYS SPEC,87015,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87040,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87040,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,87040,0,1,rule,Pend EPL,0,
LABORATORY,87040,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,87040,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,87040,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87045,0,1,rule,Pend EPL,0,0
HOME HEALTH,87045,0,1,rule,Pend EPL,0,
LABORATORY,87045,0,1,rule,Pend EPL,0,
LABORATORY,87045,1,1,rule,low volume,0,0
FACILITY SERVICES,87046,0,1,rule,Pend EPL,0,
LABORATORY,87046,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87073,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87073,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,87075,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87075,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87075,0,1,rule,Pend EPL,0,
LABORATORY,87075,1,1,rule,low volume,0,
FACILITY SERVICES,87102,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87102,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87102,0,1,rule,Pend EPL,0,0
OPHTHALMOLOGY,87102,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,87102,1,1,rule,low volume,0,
PULMONARY DISEASE,87102,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,87102,1,1,rule,low volume,0,0
UNK PHYS SPEC,87102,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87106,0,1,rule,Pend EPL,0,
LABORATORY,87106,1,1,rule,low volume,0,
OPHTHALMOLOGY,87106,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,87106,0,1,rule,Pend EPL,0,
SURGERY - ORTHO,87106,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87107,0,1,rule,Pend EPL,0,
LABORATORY,87107,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87116,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87116,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87116,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,87116,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,87116,1,1,rule,low volume,0,0
UNK PHYS SPEC,87116,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87118,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87118,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87118,1,1,rule,low volume,0,0
PULMONARY DISEASE,87118,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87147,0,1,rule,Pend EPL,0,0
LABORATORY,87147,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87177,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87177,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87177,0,1,rule,Pend EPL,0,
LABORATORY,87177,1,1,rule,low volume,0,
OPHTHALMOLOGY,87177,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,87177,1,1,rule,low volume,0,
PATHOLOGY,87177,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87181,1,1,rule,Hard Pend Specialty,0,
OPHTHALMOLOGY,87181,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87184,0,1,rule,Pend EPL,0,0
LABORATORY,87184,0,1,rule,Pend EPL,0,
LABORATORY,87184,1,1,rule,low volume,0,
NURSE PRACTITIONER,87184,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,87184,0,1,rule,Pend EPL,0,
UROLOGY,87184,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87205,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87205,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87205,0,1,rule,Pend EPL,0,
LABORATORY,87205,1,1,rule,low volume,0,0
NEUROLOGY,87205,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,87205,0,1,rule,Pend EPL,0,
OPHTHALMOLOGY,87205,1,1,rule,low volume,0,
PULMONARY DISEASE,87205,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,87205,1,1,rule,low volume,0,
UNK PHYS SPEC,87205,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87206,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87206,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87206,0,1,rule,Pend EPL,0,0
PULMONARY DISEASE,87206,0,1,rule,Pend EPL,0,
PULMONARY DISEASE,87206,1,1,rule,low volume,0,0
UNK PHYS SPEC,87206,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87209,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87209,0,1,rule,Pend EPL,0,
LABORATORY,87209,1,1,rule,low volume,0,
PATHOLOGY,87209,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87210,0,1,rule,Pend EPL,0,
FAMILY PRACTICE,87210,0,1,rule,Pend EPL,0,0
INTERNAL MEDICINE,87210,0,1,rule,Pend EPL,0,
LABORATORY,87210,0,1,rule,Pend EPL,0,
LABORATORY,87210,1,1,rule,low volume,0,
OBSTETRICS/GYNECOLOGY,87210,0,1,rule,Pend EPL,0,0
OBSTETRICS/GYNECOLOGY,87210,1,1,rule,low volume,0,0
FACILITY SERVICES,87255,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87324,0,1,rule,Pend EPL,0,
LABORATORY,87324,1,1,rule,low volume,0,
FACILITY SERVICES,87341,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,87341,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,87341,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87420,0,1,rule,Pend EPL,0,
LABORATORY,87420,1,1,rule,low volume,0,
FACILITY SERVICES,87495,0,0,rule,Pend EPL,0,
LABORATORY,87495,1,0,rule,low volume,0,0
PULMONARY DISEASE,87495,0,0,rule,Pend EPL,0,0
SURGERY - GENERAL,87495,0,0,rule,Pend EPL,0,0
FACILITY SERVICES,87498,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87502,1,1,rule,Hard Pend Specialty,0,
OBSTETRICS/GYNECOLOGY,87502,0,1,rule,Pend EPL,0,
RADIOLOGY_s,87502,1,1,rule,low volume,0,
URGENT/IMMEDIATE CARE,87502,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87517,0,1,rule,Pend EPL,0,0
HEMATOLOGY/ONCOLOGY,87517,0,0,rule,Pend EPL,0,
LABORATORY,87517,1,1,rule,low volume,0,0
ONCOLOGY - MEDICAL,87517,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,87517,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87521,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,87522,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87522,1,1,rule,Hard Pend Specialty,0,
HEMATOLOGY/ONCOLOGY,87522,0,1,rule,Pend EPL,0,0
LABORATORY,87522,0,1,rule,Pend EPL,0,
LABORATORY,87522,1,1,rule,low volume,0,0
SURGERY - GENERAL,87522,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87529,0,1,rule,Pend EPL,0,
LABORATORY,87529,0,1,rule,Pend EPL,0,
PATHOLOGY,87529,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87536,0,1,rule,Pend EPL,0,0
LABORATORY,87536,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87556,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87556,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,87581,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87581,0,1,rule,Pend EPL,0,
PATHOLOGY,87581,0,1,rule,Pend EPL,0,
PATHOLOGY,87581,1,1,rule,Hard Pend Specialty,0,
FACILITY SERVICES,87624,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87624,1,1,rule,Hard Pend Specialty,0,
LABORATORY,87624,0,1,rule,Pend EPL,0,
PATHOLOGY,87624,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,87624,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87631,0,1,rule,Pend EPL,0,
SURGERY - GENERAL,87631,0,1,rule,Pend EPL,0,0
FACILITY SERVICES,87633,0,1,rule,Pend EPL,0,
HEMATOLOGY/ONCOLOGY,87633,0,1,rule,Pend EPL,0,0
LABORATORY,87633,0,1,rule,Pend EPL,0,
LABORATORY,87633,1,1,rule,low volume,0,
PATHOLOGY,87633,0,1,rule,Pend EPL,0,
PATHOLOGY,87633,1,1,rule,Hard Pend Specialty,0,
SURGERY - GENERAL,87633,0,1,rule,Pend EPL,0,0
UNK PHYS SPEC,87633,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87798,0,1,rule,Pend EPL,0,0
GENETICS,87798,1,1,rule,low volume,0,
LABORATORY,87798,0,1,rule,Pend EPL,0,0
LABORATORY,87798,1,1,rule,low volume,0,0
NEPHROLOGY,87798,0,1,rule,Pend EPL,0,
PATHOLOGY,87798,1,1,rule,Hard Pend Specialty,0,
SURGERY - GENERAL,87798,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87801,0,1,rule,Pend EPL,0,0
LABORATORY,87801,0,1,rule,Pend EPL,0,
OBSTETRICS/GYNECOLOGY,87801,0,1,rule,Pend EPL,0,
UNK PHYS SPEC,87801,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87804,0,1,rule,Pend EPL,0,
FACILITY SERVICES,87804,1,1,rule,Hard Pend Specialty,0,0
